PiElectricsEagles Log
,-2,6,0,0,0,-2,69.125626,20.874727,1000,1432.1917,1367.8083,1000,1500,1500,1000,1500,2000,1500,400,32.336334,-84.31628,-24.06357,0,252.94882,72.19071,29,2
,-2,6,0,0,0,-2,67.21341,22.786943,1000.14526,1799.8547,1000.14526,1000,1500,1500,1000,1500,2000,2000,400,400,-345.62454,-104.3762,0,1036.8737,313.1286,30,2
,-4,8,0,0,0,-2,60.687687,29.312658,1000,1540.4646,1259.5354,1000,1500,1500,1000,1500,2000,2000,400,140.6134,-345.60812,-104.39156,0,1036.8243,313.17468,29,2
,-1,0,0,-4,1,-3,-30.256557,59.7438,1000,1543.3373,1256.6627,1000,1500,1500,1000,1500,2000,2000,400,143.51378,-345.41092,-104.46527,0,1036.2328,313.3958,30,2
,-6,8,0,-2,0,-1,52.528214,37.472137,1000,1544.9346,1255.0654,1000,1500,1500,1000,1500,2000,2000,400,145.08188,-345.37793,-104.49648,0,1036.1338,313.48944,30,2
,0,10,0,-7,7,0,87.909,2.0913408,1000,1545.2914,1254.7086,1000,1500,1500,1000,1500,2000,2000,400,145.39993,-345.41916,-104.45518,0,1036.2574,313.36554,24,2
,-17,-7,0,-2,3,-4,-23.234013,66.76634,1000,1550.3453,1249.6547,1000,1500,1500,1000,1500,2000,2000,400,150.50888,-345.23682,-104.543144,0,1035.7104,313.62943,24,2
,-3,13,0,-4,3,-4,75.545395,14.454946,1000,1550.3137,1249.6863,1000,1500,1500,1000,1500,2000,2000,400,150.51663,-345.25235,-104.52567,0,1035.7571,313.57703,24,2
,-17,-11,0,-15,13,-3,-33.757603,56.242733,1000,1552.9342,1247.0658,1000,1500,1500,1000,1500,2000,2000,400,153.13449,-345.0533,-104.587524,0,1035.1599,313.76257,24,2
,-16,-8,0,-11,12,-3,-28.12106,61.879288,1000,1555.9674,1244.0326,1000,1500,1500,1000,1500,2000,2000,400,156.16599,-344.86502,-104.6625,0,1034.5951,313.9875,24,2
,-7,8,0,1,-3,-1,48.099815,41.900528,1000,1558.7401,1241.2599,1000,1500,1500,1000,1500,2000,2000,400,158.91241,-344.82178,-104.70401,0,1034.4653,314.11203,24,2
,-3,-1,0,-8,8,-3,-20.250713,69.74965,1000,1560.767,1239.233,1000,1500,1500,1000,1500,2000,2000,400,160.96191,-344.6477,-104.795494,0,1033.9431,314.38647,30,2
,3,16,0,2,-6,-3,79.73893,-10.261415,1000,1561.0294,1238.9706,1000,1500,1500,1000,1500,2000,2000,400,161.22514,-344.66708,-104.732414,0,1034.0012,314.19724,30,2
,-22,-7,0,2,4,-1,-18.953625,71.04674,1000,1566.0486,1233.9514,1000,1500,1500,1000,1500,2000,2000,400,166.20918,-344.49338,-104.832985,0,1033.4801,314.49896,30,2
,0,7,0,-4,2,-2,86.45348,3.5468674,1000,1564.9197,1235.0803,1000,1500,1500,1000,1500,2000,2000,400,165.08852,-344.53012,-104.79475,0,1033.5903,314.38425,30,2
,-23,-12,0,-3,-4,-3,-28.877178,61.12317,1000,1569.2239,1230.7761,1000,1500,1500,1000,1500,2000,2000,400,169.40474,-344.3329,-104.871544,0,1032.9987,314.61462,30,2
,-4,0,0,6,-3,-1,7.5449586,82.45541,1000,1573.3241,1226.6759,1000,1500,1500,1000,1500,2000,2000,400,173.48184,-344.20898,-104.99668,0,1032.627,314.99005,30,2
,-12,-2,0,-3,6,-2,-11.053505,78.946846,1000,1574.2687,1225.7313,1000,1500,1500,1000,1500,2000,2000,400,174.4213,-344.05237,-105.10978,0,1032.1571,315.32935,30,2
,4,12,0,-6,0,-3,69.5487,-20.45165,1000,1572.419,1227.581,1000,1500,1500,1000,1500,2000,2000,400,172.58893,-344.05405,-105.022026,0,1032.1621,315.06607,24,2
,3,14,0,0,-3,-3,75.515564,-14.484791,1000,1575.4321,1224.5679,1000,1500,1500,1000,1500,2000,2000,400,175.61226,-344.06616,-104.949554,0,1032.1985,314.84866,24,2
,-13,-9,0,6,-1,-1,-36.086586,53.913765,1000,1580.6764,1219.3236,1000,1500,1500,1000,1500,2000,2000,400,180.84181,-343.8558,-105.01758,0,1031.5674,315.05273,24,2
,-17,-9,0,3,2,-1,-28.684856,61.315487,1000,1582.7104,1217.2896,1000,1500,1500,1000,1500,2000,2000,400,182.85352,-343.66245,-105.09937,0,1030.9873,315.29813,24,2
,-8,1,0,-4,5,-2,7.1250434,82.8753,1000,1584.8591,1215.1409,1000,1500,1500,1000,1500,2000,2000,400,185.00502,-343.5422,-105.21988,0,1030.6266,315.65964,24,2
,15,20,0,-1,-2,-3,52.93847,-37.061882,1000,1582.8312,1217.1688,1000,1500,1500,1000,1500,2000,2000,400,183.0015,-343.51013,-105.101006,0,1030.5304,315.303,30,2
,-3,8,0,3,-3,-2,69.57076,20.4296,1000,1587.5078,1212.4922,1000,1500,1500,1000,1500,2000,2000,400,187.68024,-343.51062,-105.099815,0,1030.5319,315.29944,30,2
,-8,-6,0,6,1,-1,-38.05818,51.942165,1000,1591.1663,1208.8337,1000,1500,1500,1000,1500,2000,2000,400,191.31728,-343.29797,-105.16412,0,1029.8939,315.49237,30,2
,-1,9,0,2,5,-1,79.44208,10.558275,1000,1591.1986,1208.8014,1000,1500,1500,1000,1500,2000,2000,400,191.33606,-343.32224,-105.14355,0,1029.9667,315.43063,30,2
,-3,9,0,-3,6,-2,67.9452,22.055155,1000,1593.1619,1206.8381,1000,1500,1500,1000,1500,2000,2000,400,193.31041,-343.32397,-105.14285,0,1029.9719,315.42856,30,2
,-10,-10,0,-8,1,-3,-44.61147,45.388878,1000,1595.676,1204.324,1000,1500,1500,1000,1500,2000,2000,400,195.8508,-343.09888,-105.18563,0,1029.2966,315.5569,30,2
,-13,-5,0,-5,1,-3,-21.304783,68.695564,1000,1599.2618,1200.7382,1000,1500,1500,1000,1500,2000,2000,400,199.4593,-342.92038,-105.27655,0,1028.7611,315.82965,30,2
,2,2,0,0,0,-3,52.00147,-37.998882,1000,1597.8635,1202.1365,1000,1500,1500,1000,1500,2000,2000,400,198.08081,-342.8878,-105.15609,0,1028.6633,315.46826,24,2
,-12,-7,0,6,4,-2,-33.43456,56.565796,1000,1604.1388,1195.8612,1000,1500,1500,1000,1500,2000,2000,400,204.3401,-342.68604,-105.22897,0,1028.0581,315.68692,24,2
,-4,-4,0,7,8,-1,-47.44082,42.559525,1000,1605.701,1194.299,1000,1500,1500,1000,1500,2000,2000,400,205.87714,-342.45816,-105.27448,0,1027.3745,315.82346,24,2
,-13,0,0,2,11,-1,-1.2844484,88.715836,1000,1609.0795,1190.9205,1000,1500,1500,1000,1500,2000,2000,400,209.24025,-342.32397,-105.41013,0,1026.9719,316.2304,24,2
